id,name,picture_url,host_id,host_name,host_since,host_response_time,host_response_rate,host_listings_count,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price 
12056372,Alki Beach Tiny Room - Pet-friendly,https://a0.muscache.com/im/pictures/1ec60a05-239a-47ec-82a0-cbf3bd605028.jpg?aki_policy=large,6129293,Sandy,2013-04-28,within an hour,100%,2.0,West Seattle,Seattle,WA,98116,47.57521,-122.41346999999999,House,Private room,2,1.5,1.0,1.0,unknown,50,unknown,unknown,150.0,50.0,1,1,7,100.0,10.0,10.0,10.0,10.0,2,0.05,unknown
12064196,Boho Bungalow close to water,https://a0.muscache.com/im/pictures/1dee52b7-e28f-4904-a4a3-691f94994b55.jpg?aki_policy=large,726673,Summer & Vinod,2011-06-21,unknown,unknown,1.0,West Seattle,Seattle,WA,98126,47.5232,-122.37817,Guest suite,Entire home/apt,4,1.0,1.0,2.0,unknown,82,unknown,unknown,100.0,50.0,1,3,1125,99.0,10.0,10.0,10.0,10.0,1,1.78,unknown
12069871,Private Bed & Bath Suite,https://a0.muscache.com/im/pictures/3f16779a-7ad3-40ed-a5a6-e4f70e140979.jpg?aki_policy=large,12428846,Megan,2014-02-20,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98133,47.706109999999995,-122.35621,House,Private room,2,1.0,1.0,1.0,unknown,47,unknown,unknown,0.0,100.0,1,2,1125,96.0,9.0,9.0,10.0,10.0,1,0.52,unknown
12095197,Beautiful Family Home In Green Lake,https://a0.muscache.com/im/pictures/ad8a8b4d-97d5-4b2d-ad27-73c8c8a9ab9c.jpg?aki_policy=large,14867032,Stefany,2014-04-29,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98103,47.67051,-122.33652,House,Entire home/apt,7,2.0,4.0,4.0,unknown,400,unknown,unknown,350.0,160.0,6,5,1125,97.0,10.0,10.0,10.0,10.0,1,0.18,unknown
12111798,Private Room (Shared Condo) in Downtown Seattle,https://a0.muscache.com/im/pictures/53ce6fee-d1e2-4773-b397-29f28163a14a.jpg?aki_policy=large,22135040,Alex,2014-10-04,within an hour,92%,4.0,Downtown,Seattle,WA,98101,47.61252,-122.33063,Condominium,Private room,2,1.0,1.0,1.0,unknown,55,unknown,unknown,100.0,40.0,1,3,90,97.0,10.0,10.0,10.0,10.0,2,4.17,unknown
12113826,Private Room @ Pike Place Hostel,https://a0.muscache.com/im/pictures/9d1f5180-6c18-4e45-a40c-5f74263da830.jpg?aki_policy=large,31751507,Rex,2015-04-22,within an hour,98%,3.0,Downtown,Seattle,WA,98101,47.60821,-122.33986000000002,Hostel,Hotel room,8,8.0,1.0,8.0,unknown,95,unknown,unknown,0.0,6.0,2,1,7,96.0,10.0,9.0,10.0,10.0,3,3.0,unknown
12128438,"Houseboat on Lake Union, Seattle, long term rental",https://a0.muscache.com/im/pictures/450a3850-899e-4797-85cf-83676a05b52d.jpg?aki_policy=large,65080619,Gavin,2016-03-30,within a day,67%,1.0,Queen Anne,Seattle,WA,98109,47.63807,-122.3405,Other,Entire home/apt,4,1.0,1.0,2.0,unknown,225,unknown,unknown,0.0,60.0,1,2,1125,100.0,10.0,10.0,10.0,10.0,1,0.67,unknown
12133747,Remodeled 1-bedroom daylight basement apartment,https://a0.muscache.com/im/pictures/c520b0a1-cfb8-423d-859e-fb77c5fdcead.jpg?aki_policy=large,426548,Christian,2011-03-06,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.65983,-122.33296000000001,Apartment,Entire home/apt,4,1.0,1.0,1.0,unknown,125,unknown,unknown,0.0,75.0,1,1,30,99.0,10.0,10.0,10.0,10.0,1,1.23,unknown
12144296,Leschi City Retreat with City and Mountain views,https://a0.muscache.com/im/pictures/f293aaec-be57-4c7a-857d-12eb153097b9.jpg?aki_policy=large,10235544,Scott (Aka Skip),2013-11-24,within an hour,100%,8.0,Central Area,Seattle,WA,98144,47.59367,-122.29348999999999,House,Entire home/apt,7,2.0,3.0,4.0,unknown,165,unknown,unknown,500.0,100.0,2,4,1125,98.0,10.0,10.0,10.0,10.0,6,0.52,unknown
12153406,BRAND NEW | PRIME LOCATION>>CAPITOL HILL FLAT,https://a0.muscache.com/im/pictures/09b34389-dd26-4eba-b05e-a965ee133660.jpg?aki_policy=large,15454102,Jenell,2014-05-13,within an hour,100%,11.0,Central Area,Seattle,WA,98122,47.61359,-122.31062,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,70,unknown,unknown,100.0,65.0,1,1,1125,92.0,9.0,9.0,10.0,9.0,9,2.43,unknown
12157169,(6) TINY (house) FLAT > URBAN MODERN > PRIME LOC!!,https://a0.muscache.com/im/pictures/7079c40e-babf-44bb-8c9b-12f5f77458ec.jpg?aki_policy=large,15454102,Jenell,2014-05-13,within an hour,100%,11.0,Central Area,Seattle,WA,98122,47.61421,-122.31258000000001,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,75,unknown,unknown,100.0,75.0,1,30,1125,95.0,10.0,10.0,10.0,9.0,9,2.39,unknown
12157424,(2) BRAND NEW > CAPITOL HILL FLAT PRIME LOC!!,https://a0.muscache.com/im/pictures/1eaddf3a-6363-4ffb-8f0a-866b5fd0e8f7.jpg?aki_policy=large,15454102,Jenell,2014-05-13,within an hour,100%,11.0,Central Area,Seattle,WA,98122,47.61531,-122.31076000000002,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,60,unknown,unknown,100.0,85.0,1,1,1125,94.0,9.0,10.0,10.0,9.0,9,3.13,unknown
12158086,"Entire Place, E Line, Parking, Fun, 102",https://a0.muscache.com/im/pictures/83e5f91f-4689-4737-94c6-a1cfe362555b.jpg?aki_policy=large,394231,Sonny,2011-02-16,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98133,47.70562,-122.34638999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,108,unknown,unknown,300.0,150.0,2,2,1125,96.0,10.0,10.0,9.0,10.0,4,0.53,unknown
12158587,cozy room 1  in West Seattle,https://a0.muscache.com/im/pictures/1e26400f-6caf-49eb-8cf4-89aeeb2e85e6.jpg?aki_policy=large,60119908,Ergo,2016-02-23,unknown,unknown,2.0,Delridge,Seattle,WA,98126,47.55121,-122.37364,House,Private room,2,1.0,1.0,1.0,unknown,35,unknown,unknown,100.0,10.0,1,1,1125,97.0,10.0,10.0,9.0,10.0,2,0.64,unknown
12159498,cozy room 2  in West Seattle,https://a0.muscache.com/im/pictures/49f0081b-bf63-4970-92b1-adc9cda6d5be.jpg?aki_policy=large,60119908,Ergo,2016-02-23,unknown,unknown,2.0,Delridge,Seattle,WA,98126,47.55344,-122.37491999999999,House,Private room,2,1.0,1.0,1.0,unknown,34,unknown,unknown,150.0,10.0,1,1,1125,99.0,10.0,10.0,10.0,10.0,2,0.52,unknown
12170734,Central and Private Hilltop  Home.  5 STARS!!!!,https://a0.muscache.com/im/pictures/1a2a0221-9bbb-4d48-8a51-552a1c251ab7.jpg?aki_policy=large,28878401,Fred And Jennifer,2015-03-06,within an hour,100%,1.0,Queen Anne,Seattle,WA,98109,47.63982,-122.35172,House,Entire home/apt,9,1.0,4.0,4.0,unknown,300,1200.0,unknown,400.0,100.0,1,2,1125,97.0,10.0,9.0,10.0,9.0,1,5.7,unknown
12191280,Seattle Backyard Studio,https://a0.muscache.com/im/pictures/58797140-0087-42b9-b29a-d803e44ec775.jpg?aki_policy=large,65530409,Morris & Sheila,2016-04-02,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98118,47.55464,-122.27402,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,unknown,110,unknown,unknown,300.0,55.0,2,2,28,99.0,10.0,10.0,10.0,10.0,1,4.09,unknown
12192162,Ocean View with Beach access,https://a0.muscache.com/im/pictures/1aa9ad00-719c-4d9c-9883-ee63390d6ab9.jpg?aki_policy=large,65538154,Tola And Slawek,2016-04-03,within an hour,100%,2.0,West Seattle,Seattle,WA,98146,47.50156,-122.38046000000001,House,Private room,4,1.0,1.0,2.0,unknown,42,unknown,unknown,0.0,30.0,2,1,8,98.0,10.0,10.0,10.0,9.0,2,8.36,unknown
12208188,Private floor w/ separate entrance,https://a0.muscache.com/im/pictures/d4a9410a-3d51-4f00-835b-0a8c343371f0.jpg?aki_policy=large,65653719,Mark,2016-04-03,unknown,unknown,1.0,Rainier Valley,Seattle,WA,98108,47.56235,-122.29158999999999,Guest suite,Private room,3,1.0,1.0,1.0,unknown,93,unknown,unknown,100.0,80.0,2,2,31,99.0,10.0,10.0,10.0,10.0,1,1.84,unknown
12208402,Creative Live / Work Townhouse,https://a0.muscache.com/im/pictures/1ad8f26d-0b04-4a09-9aeb-f6b4aa085fa9.jpg?aki_policy=large,3286046,Parker,2012-08-17,within a day,100%,2.0,Beacon Hill,Seattle,WA,98144,47.58447,-122.31383000000001,Townhouse,Private room,2,1.0,1.0,1.0,unknown,80,unknown,unknown,0.0,25.0,1,2,1125,98.0,10.0,10.0,10.0,10.0,2,0.22,unknown
12209387,Comfort & Style in Heart of Seattle,https://a0.muscache.com/im/pictures/a232cb0a-8fe9-4370-b030-ea8c54e75452.jpg?aki_policy=large,1231161,Shannon,2011-09-30,within an hour,100%,7.0,Downtown,Seattle,WA,98121,47.6174,-122.34733999999999,Condominium,Entire home/apt,3,1.0,1.0,2.0,unknown,110,950.0,3700.0,200.0,75.0,2,2,1125,94.0,9.0,9.0,10.0,9.0,2,4.79,3700.0
12209894,Adorable back cottage studio,https://a0.muscache.com/im/pictures/669d594f-ac04-42b0-b4df-d92ebce24c34.jpg?aki_policy=large,7549111,Tim,2013-07-17,unknown,unknown,1.0,University District,Seattle,WA,98105,47.66945,-122.31863,Loft,Entire home/apt,1,1.0,0.0,1.0,unknown,175,unknown,unknown,0.0,50.0,1,1,1125,100.0,10.0,10.0,10.0,10.0,1,0.02,unknown
12212589,Old charm top floor studio apartment,https://a0.muscache.com/im/pictures/25b79342-f2db-4502-b102-61f16868434d.jpg?aki_policy=large,19912845,Elen,2014-08-12,within an hour,100%,1.0,Central Area,Seattle,WA,98122,47.60927,-122.30698000000001,House,Entire home/apt,5,1.0,1.0,2.0,unknown,77,unknown,unknown,0.0,30.0,2,1,1125,93.0,10.0,9.0,10.0,10.0,1,5.24,unknown
12213515,Vintage Apartment off Pike Street,https://a0.muscache.com/im/pictures/87541d6d-faa0-4cb9-b11c-d5483ee41b28.jpg?aki_policy=large,10558142,James,2013-12-11,within an hour,99%,7.0,Downtown,Seattle,WA,98122,47.61368,-122.32632,Apartment,Entire home/apt,3,1.0,0.0,1.0,unknown,125,unknown,unknown,200.0,50.0,2,1,30,96.0,9.0,9.0,10.0,9.0,7,5.98,unknown
12224432,Montlake 2 bdrm apt.U.W/lightrail/bus/cafes/parks!,https://a0.muscache.com/im/pictures/6bc135c3-2b72-4032-8a52-b91f165cf045.jpg?aki_policy=large,65759888,Norman +Renate,2016-04-04,within an hour,100%,2.0,Capitol Hill,Seattle,WA,98112,47.640859999999996,-122.30208,Apartment,Private room,2,1.5,2.0,2.0,unknown,125,unknown,unknown,150.0,115.0,2,2,30,97.0,10.0,10.0,10.0,9.0,1,1.94,unknown
12234015,Water view condo with sunny balcony,https://a0.muscache.com/im/pictures/84c34b6f-3a89-4e48-850b-a26cfd7e7b59.jpg?aki_policy=large,27923439,Jordan,2015-02-17,within a few hours,100%,1.0,Queen Anne,Seattle,WA,98109,47.62022,-122.35618000000001,Condominium,Entire home/apt,2,1.0,1.0,1.0,unknown,149,unknown,unknown,250.0,60.0,1,3,365,97.0,10.0,10.0,10.0,10.0,1,0.9,unknown
12234088,Carriage House Apartment near Matthews Beach Park,"https://a0.muscache.com/4ea/air/v2//pictures/4854087a-8f31-4b36-875d-81fd1ee443bc.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",65834431,Jill,2016-04-05,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.69297,-122.28343000000001,Guest suite,Entire home/apt,5,1.0,2.0,2.0,unknown,95,unknown,unknown,1000.0,185.0,1,2,1125,99.0,10.0,10.0,10.0,10.0,1,1.46,unknown
12246399,Private One Bedroom home in Fremont,https://a0.muscache.com/im/pictures/db3d420a-d599-44a9-9dfa-b11b54d234e6.jpg?aki_policy=large,3752499,Donna,2012-10-04,within an hour,100%,2.0,Other neighborhoods,Seattle,WA,98103,47.64951,-122.34733999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,180,unknown,unknown,500.0,60.0,2,2,28,98.0,10.0,10.0,10.0,9.0,2,2.43,unknown
12249990,Bright Studio in downtown Fremont,https://a0.muscache.com/im/pictures/8bc4ce29-d173-44a9-b62e-6bd1e1c97e4a.jpg?aki_policy=large,14012754,Lara,2014-04-07,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98103,47.65404,-122.35538999999999,House,Entire home/apt,3,1.0,0.0,2.0,unknown,115,unknown,unknown,300.0,60.0,1,2,1125,99.0,10.0,10.0,10.0,10.0,4,4.67,unknown
12265836,Garden Suite Studio with Fireplace and Lake View,"https://a0.muscache.com/4ea/air/v2//pictures/226193b9-be40-4a8e-9ae2-aaea953329ba.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",18231415,Russ,2014-07-17,within an hour,100%,2.0,Seward Park,Seattle,WA,98118,47.53991,-122.26361999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,89,unknown,unknown,150.0,25.0,1,2,29,99.0,10.0,10.0,10.0,10.0,1,2.53,unknown
12272813,Greenlake Cabin,https://a0.muscache.com/im/pictures/7d951f66-a8cb-4908-a091-1df8cdfa27ec.jpg?aki_policy=large,66111007,Jenifer And Chris,2016-04-06,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98103,47.67378,-122.33093000000001,House,Entire home/apt,3,1.0,1.0,1.0,unknown,149,unknown,unknown,200.0,50.0,1,2,30,99.0,10.0,10.0,10.0,10.0,1,3.44,unknown
12294755,"Bed, Baked and Beyond in Ballard",https://a0.muscache.com/im/pictures/bc072720-521b-4062-901e-e14dc157ce98.jpg?aki_policy=large,9555890,Melissa,2013-10-21,within an hour,100%,6.0,Ballard,Seattle,WA,98107,47.669990000000006,-122.36685,Bungalow,Entire home/apt,4,1.0,1.0,0.0,unknown,125,unknown,unknown,500.0,50.0,2,3,60,99.0,10.0,10.0,10.0,10.0,6,1.13,unknown
12323461,Greenlake Oasis w heated pool!,https://a0.muscache.com/im/pictures/ef3da25a-6b51-41e9-b409-e55bad73b40d.jpg?aki_policy=large,66488745,Dirk,2016-04-09,within a day,90%,1.0,Other neighborhoods,Seattle,WA,98103,47.68521,-122.34286999999999,House,Entire home/apt,6,1.0,2.0,2.0,unknown,400,unknown,unknown,500.0,50.0,1,2,1125,95.0,9.0,9.0,10.0,9.0,2,0.3,unknown
12324854,FREMONT Modern 2 bedroom.  LOCATION!,https://a0.muscache.com/im/pictures/0de4fef8-fd94-4565-9345-422020b86249.jpg?aki_policy=large,27189459,Fremont,2015-02-04,within a few hours,100%,4.0,Other neighborhoods,Seattle,WA,98103,47.653459999999995,-122.3469,Apartment,Entire home/apt,6,1.0,2.0,4.0,unknown,139,unknown,unknown,300.0,115.0,1,1,1125,94.0,10.0,10.0,10.0,9.0,4,1.46,unknown
12325931,Downtown Seattle Space Needle Walk,https://a0.muscache.com/im/pictures/da7cf88d-9500-4e13-8974-9f659bad1694.jpg?aki_policy=large,15082394,Manorshare,2014-05-04,within an hour,96%,31.0,Downtown,Seattle,WA,98121,47.61521,-122.34037,Condominium,Entire home/apt,3,1.0,0.0,1.0,unknown,99,unknown,unknown,100.0,125.0,3,2,14,91.0,9.0,8.0,10.0,9.0,12,3.83,unknown
12343805,"Quiet, light-filled loft",https://a0.muscache.com/im/pictures/c9990dc5-6f4e-4242-85c0-ac20b35640f0.jpg?aki_policy=large,4792476,Alissa,2013-01-21,within a day,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.69562,-122.28407,Loft,Entire home/apt,2,1.0,0.0,1.0,unknown,100,unknown,unknown,0.0,50.0,1,30,365,100.0,10.0,10.0,10.0,10.0,1,0.64,unknown
12344306,Space Needle High Rise 1 BR 6 DN,https://a0.muscache.com/im/pictures/3a9bb229-70ff-43d8-9723-45922beaff35.jpg?aki_policy=large,50550045,Day 1,2015-12-04,within an hour,100%,170.0,Downtown,Seattle,WA,98121,47.61633,-122.34753,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,149,unknown,unknown,300.0,75.0,2,5,1125,97.0,10.0,10.0,10.0,10.0,159,1.33,unknown
12355870,Cozy Central Seattle Craft home + garden,https://a0.muscache.com/im/pictures/d7cba8c2-7d1c-499a-afb2-3df9f4b5e1a0.jpg?aki_policy=large,34326670,Anna,2015-05-27,unknown,unknown,1.0,Central Area,Seattle,WA,98122,47.611990000000006,-122.30321,House,Entire home/apt,6,1.5,4.0,4.0,unknown,265,unknown,unknown,400.0,115.0,4,4,37,100.0,10.0,10.0,9.0,10.0,1,0.08,unknown
12359179,Spacious Seattle House with A/C,https://a0.muscache.com/im/pictures/58b54a8b-8a5c-47fe-b232-c0e329243d38.jpg?aki_policy=large,66755146,Jason,2016-04-11,within a day,100%,1.0,West Seattle,Seattle,WA,98116,47.57007,-122.39931000000001,House,Entire home/apt,5,2.0,4.0,4.0,unknown,400,unknown,unknown,1000.0,300.0,4,7,1125,100.0,10.0,10.0,10.0,10.0,1,0.08,unknown
12361223,Amazing Bay View 2 Pike Place Suite. 99 Walkscore,https://a0.muscache.com/im/pictures/c30f660c-4cba-4741-b8be-a1c7e9479fca.jpg?aki_policy=large,29051256,Eve And Katrina,2015-03-09,unknown,unknown,29.0,Downtown,Seattle,WA,98101,47.610170000000004,-122.34083000000001,Apartment,Entire home/apt,3,1.0,0.0,1.0,unknown,299,unknown,unknown,300.0,60.0,2,2,1125,97.0,10.0,10.0,10.0,9.0,29,1.61,unknown
12361758,Garden Bungalow in Fremont,https://a0.muscache.com/im/pictures/864e3fda-0097-4349-9983-fb9639b54bbc.jpg?aki_policy=large,28032023,April And Jason,2015-02-20,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98107,47.6592,-122.3635,Bungalow,Entire home/apt,2,1.0,0.0,1.0,unknown,64,unknown,unknown,0.0,50.0,2,3,20,100.0,10.0,8.0,10.0,10.0,1,0.03,unknown
12361783,Amazing Bay View 4 Pike Place 1BD. 99 Walkscore,https://a0.muscache.com/im/pictures/b3a52651-4505-4923-afd4-b74dd248a484.jpg?aki_policy=large,29051256,Eve And Katrina,2015-03-09,unknown,unknown,29.0,Downtown,Seattle,WA,98101,47.61146,-122.34149,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,319,unknown,unknown,300.0,60.0,2,2,1125,95.0,10.0,10.0,10.0,9.0,29,1.06,unknown
12365809,"Private, king bed hideaway near U-District",https://a0.muscache.com/im/pictures/67d68c79-0e98-4fbf-b36b-fe5073262215.jpg?aki_policy=large,61554618,Carl & Alysabethe,2016-03-04,unknown,unknown,1.0,University District,Seattle,WA,98105,47.66755,-122.30116000000001,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,unknown,79,unknown,unknown,250.0,0.0,1,31,31,99.0,10.0,10.0,10.0,10.0,1,2.13,unknown
12370400,Luxurious Upper Queen Anne Apt with Stunning View,https://a0.muscache.com/im/pictures/f2847180-c35c-4c76-8f50-37eec0b25400.jpg?aki_policy=large,35345670,Brigid,2015-06-09,within an hour,100%,1.0,Queen Anne,Seattle,WA,98119,47.638090000000005,-122.36373999999999,Apartment,Entire home/apt,3,1.0,1.0,3.0,unknown,159,unknown,unknown,300.0,60.0,2,2,180,97.0,10.0,10.0,10.0,10.0,1,3.03,unknown
12379796,Wallingford Quiet Top Floor,https://a0.muscache.com/im/pictures/02806ea1-036b-49ca-8e7b-3ba4f96879b9.jpg?aki_policy=large,66909032,Randy,2016-04-12,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98103,47.65295,-122.33975,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,130,unknown,unknown,175.0,65.0,2,2,1124,98.0,10.0,10.0,10.0,10.0,4,0.89,unknown
12386092,Rain City Garden Suite with Private Entry,https://a0.muscache.com/im/pictures/e4872233-eb39-4e20-8ad6-9400125f9231.jpg?aki_policy=large,63507234,Mara,2016-03-18,unknown,unknown,1.0,Northgate,Seattle,WA,98125,47.717620000000004,-122.31557,Townhouse,Private room,2,1.0,1.0,1.0,unknown,85,unknown,unknown,150.0,20.0,1,1,1125,96.0,10.0,10.0,10.0,10.0,1,0.25,unknown
12387993,Spacious 1BD w/bath;pking & views,https://a0.muscache.com/im/pictures/df85cfd0-ca4f-4ee2-a1c7-0ba332ba84ff.jpg?aki_policy=large,66973206,Laura,2016-04-12,within an hour,100%,1.0,West Seattle,Seattle,WA,98116,47.59081,-122.38866999999999,House,Private room,2,1.0,1.0,1.0,unknown,55,unknown,unknown,500.0,35.0,2,2,15,98.0,10.0,10.0,10.0,10.0,1,3.19,unknown
12423091,Earthy Home with Heavenly Bed 1-block from Lake!,https://a0.muscache.com/im/pictures/adc79183-0b43-40f6-867c-e2c4e86c43ed.jpg?aki_policy=large,3394576,Bridget,2012-08-27,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.67918,-122.34693999999999,House,Entire home/apt,6,2.0,2.0,3.0,unknown,251,unknown,unknown,0.0,100.0,1,3,100,98.0,10.0,10.0,10.0,10.0,1,1.95,unknown
12426021,Comfy Room w/Full Bath,https://a0.muscache.com/im/pictures/a11d6115-c04a-4b75-b72c-b83c78b0b196.jpg?aki_policy=large,52868801,Juliana,2015-12-31,unknown,unknown,1.0,Ballard,Seattle,WA,98107,47.66646,-122.3618,Townhouse,Private room,2,1.5,1.0,1.0,unknown,45,unknown,unknown,100.0,29.0,1,3,21,100.0,10.0,10.0,10.0,10.0,1,0.42,unknown
12426069,Cozy Carriage Home Near The Center Of The Universe,https://a0.muscache.com/im/pictures/df5d0e3b-35ba-4df8-94bd-f6563e89d243.jpg?aki_policy=large,67212673,Sam,2016-04-14,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.65058,-122.34178,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,unknown,85,unknown,unknown,500.0,60.0,1,1,30,98.0,10.0,10.0,10.0,9.0,1,3.96,unknown
12431572,Whimsical Studio in Prime Location,https://a0.muscache.com/im/pictures/1d98d53a-f329-47bd-a9f6-4387caec2085.jpg?aki_policy=large,595610,Vioure,2011-05-17,within an hour,99%,42.0,Capitol Hill,Seattle,WA,98102,47.61997,-122.31675,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,135,unknown,unknown,200.0,55.0,1,2,12,95.0,10.0,10.0,10.0,9.0,41,6.8,unknown
12449616,ENJOY FALL IN SEATTLE,https://a0.muscache.com/im/pictures/8e1f17ee-2c4f-4d22-ac84-63037a60a759.jpg?aki_policy=large,12420261,Kari,2014-02-20,within an hour,86%,3.0,Rainier Valley,Seattle,WA,98144,47.58011,-122.2938,House,Entire home/apt,4,1.0,2.0,2.0,unknown,130,unknown,unknown,500.0,150.0,2,30,210,83.0,8.0,9.0,9.0,9.0,3,0.47,unknown
12473960,2-level Flat in downtown Fremont,https://a0.muscache.com/im/pictures/69c21477-a9e0-4fb5-875c-7399d29b59e5.jpg?aki_policy=large,14012754,Lara,2014-04-07,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98103,47.654540000000004,-122.35548999999999,House,Entire home/apt,4,2.0,1.0,2.0,unknown,145,unknown,unknown,300.0,70.0,1,2,1125,99.0,10.0,10.0,10.0,10.0,4,4.53,unknown
12474364,Entire place in North Seattle,https://a0.muscache.com/im/pictures/a6ddab6f-f8b7-4a29-918e-678b07518be6.jpg?aki_policy=large,50882557,Jonny,2015-12-09,unknown,unknown,1.0,Northgate,Seattle,WA,98125,47.72998,-122.31421,House,Entire home/apt,4,1.0,2.0,2.0,unknown,169,unknown,unknown,200.0,40.0,4,2,1125,93.0,9.0,9.0,8.0,10.0,1,0.46,unknown
12495116,Greenlake Garden Getaway,https://a0.muscache.com/im/pictures/5baed37e-a0fb-45e0-ab86-4d68306767c6.jpg?aki_policy=large,57819852,Kalli,2016-02-07,within an hour,90%,1.0,Other neighborhoods,Seattle,WA,98103,47.6709,-122.32928999999999,Apartment,Entire home/apt,4,1.0,1.0,1.0,unknown,92,unknown,unknown,0.0,25.0,4,2,1125,99.0,10.0,10.0,10.0,10.0,1,4.57,unknown
12495817,Pike & Pine Capital Hill Corporate Housing 3 - IC,https://a0.muscache.com/im/pictures/12efac2c-db7f-43bb-adbb-2f5d89275757.jpg?aki_policy=large,50550045,Day 1,2015-12-04,within an hour,100%,170.0,Capitol Hill,Seattle,WA,98122,47.61522,-122.32311999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,160,unknown,unknown,300.0,75.0,2,2,1125,91.0,9.0,10.0,10.0,9.0,159,1.0,unknown
12495915,Pike & Pine Capital Hill Corporate Housing 2 - IB,https://a0.muscache.com/im/pictures/4c290277-2f5a-48c2-9f6b-ae9551cb0438.jpg?aki_policy=large,50550045,Day 1,2015-12-04,within an hour,100%,170.0,Downtown,Seattle,WA,98122,47.61314,-122.3217,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,160,unknown,unknown,300.0,75.0,2,2,1125,93.0,10.0,10.0,10.0,9.0,159,1.28,unknown
12496064,Pike & Pine Capital Hill Corporate Housing  1 - IA,https://a0.muscache.com/im/pictures/cb5acace-ae47-4b0b-acd1-cd17e6da25d3.jpg?aki_policy=large,50550045,Day 1,2015-12-04,within an hour,100%,170.0,Capitol Hill,Seattle,WA,98122,47.61513,-122.32061999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,239,unknown,unknown,300.0,75.0,2,2,1125,96.0,10.0,10.0,10.0,9.0,159,1.33,unknown
12497002,Relaxing Retreat w Seasonal Gardens,https://a0.muscache.com/im/pictures/7325a7a0-0f43-4be8-afdc-e9467e30fde2.jpg?aki_policy=large,33610698,Alejandra,2015-05-17,within an hour,92%,2.0,Magnolia,Seattle,WA,98199,47.65202,-122.39419,House,Entire home/apt,6,1.0,2.0,3.0,unknown,199,unknown,unknown,249.0,122.0,6,1,1125,96.0,10.0,9.0,10.0,9.0,2,2.93,unknown
12497708,Butchart's Garden Apt. Near Locks,https://a0.muscache.com/im/pictures/22954959-bf94-41c5-8442-5d883bd9cade.jpg?aki_policy=large,58896552,Shelley And Bart,2016-02-15,within an hour,100%,1.0,Ballard,Seattle,WA,98107,47.67123,-122.39388999999998,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,99,unknown,unknown,300.0,15.0,1,2,180,100.0,10.0,10.0,10.0,10.0,1,4.78,unknown
